"pid","label","object_type","genre","worktags","iconclass_code","height_cm","width_cm","diameter_cm","location_country","location_city","location_collection","location_or_most_recent_sale_notes","collection_type","realdate","medium","medium_notes","support","support_notes","signature","signature_location","support_marks","further_inscription","print_notes","print_type","plate_dimensions","states","printmaker","publisher","series","collaborators","collaborator_notes","collectors_patrons","our_attribution","other_attribution_authorities","bibliography","biblio_reference","exhibition_history","ertz_1979","ertz_2008","bailey_walker","hollstein_no","provenance","provenance_text","related_works","related_works_notes","copies_and_variants","curatorial_files","general_notes","external_resources_title","external_resources_url","thumbnail","fullwidth","collection","layout","order","original_image_file","image_source_title","image_source_url"
18207,"Allegory of Fire: Venus in the Forge of Vulcan (Trafford Park)","Painting","Allegory","Cosmology|Elements|Encyclopedic|Forge|Ruins|Volcano|Nude|Landscape|Armor",,46,83,,,,,,"Unknown/Not Applicable",,"Oil",,"Panel",,,,"Sir Humphrey de Trafford, Trafford Park (seal and label on the reverse)",,,,,,,,"Allegory of Fires Series",,,,,"Ertz as Jan Brueghel II","Garas 1968, S. 192, 252|Ertz 1979, S. 373, Anm. 579","10213|10214",,,,,,,"Sir Humphrey de Trafford, Trafford Park according to a seal and a label on the reverse |S. Kat. 193 |Afk. uit arch. Ksth. Cassirer, Ontv. van W. Feilchentefeldt, Zurich, 1985",,,,,,,,"img/derivatives/simple/18207/thumbnail.jpg","img/derivatives/simple/18207/fullwidth.jpg","janbrueghel","brueghel_item",,"allegory_of_fire_venus_at_forge_traffordpark.jpg",,
18211,"Allegory of Fire: Venus in the Forge of Vulcan (unknown location)","Painting","Allegory","Cosmology|Elements|Encyclopedic|Forge|Ruins|Volcano|Nude|Landscape|Armor",,44,80,,,,,,"Unknown/Not Applicable",,"Oil",,"Copper",,,,,,,,,,,,"Allegory of Fires Series",,,,,,,,,,,,,,,,,,,,,,"img/derivatives/simple/18211/thumbnail.jpg","img/derivatives/simple/18211/fullwidth.jpg","janbrueghel","brueghel_item",,"allegory_of_fire_venus_at_forge_unknown_location.jpg",,
18205,"Allegory of Fire: Venus in the Forge of Vulcan (Vienna, Dorotheum)","Painting","Allegory","Cosmology|Elements|Encyclopedic|Forge|Ruins|Volcano|Nude|Landscape|Armor",,42,57.5,,,,,,"Unknown/Not Applicable",,"Oil",,"Canvas",,,,,,,,,,,,"Allegory of Fires Series",,,,,,,,,,,,,,"Sale, Vienna Dorotheum, 24 March, 1999",,,,,,,,"img/derivatives/simple/18205/thumbnail.jpg","img/derivatives/simple/18205/fullwidth.jpg","janbrueghel","brueghel_item",,"allegory_of_fire_venus_at_forge_vienna_dorotheum.jpg",,
18203,"The Sense of Touch (Vienna)","Print","Allegory","Encyclopedic|Senses|Ruins|Nude|Putti|Landscape|Armor",,66,108,,,,,,"Unknown/Not Applicable",,,,,,,,,,,,,,,,"Allegory of Fires Series",,,,,,,,,,,,,,"Sale, J.C. von Klinkosch Vienna 2-4-1889, no. 31",,,,,,,,"img/derivatives/simple/18203/thumbnail.jpg","img/derivatives/simple/18203/fullwidth.jpg","janbrueghel","brueghel_item",,"allegory_of_fire_venus_at_forge_vienna.jpg",,
18225,"Allegory of Fire: Venus in the Forge of Vulcan (A. Flinck, Brussels)","Painting","Allegory","Cosmology|Elements|Encyclopedic|Birds|Forge|Ruins|Van Balen|Volcano|Nude|Landscape|Armor",,60,94,,,,,,"Unknown/Not Applicable",1625,"Oil",,,,,,,,,,,,,,"Allegory of Fires Series",,,,,"Jan Brueghel de O.",,,,,,,,,"Hofstede de Groot , Octobre 1918|Tent. 23/11 - 8/12 - 1963 // Dealer A. Flinck, Brussels",,,,,,,,"img/derivatives/simple/18225/thumbnail.jpg","img/derivatives/simple/18225/fullwidth.jpg","janbrueghel","brueghel_item",,"allegory_of_fire_venus_in_forge_aflinck_brussels.jpg",,
18219,"Allegory of Fire: Venus in the Forge of Vulcan (Florence)","Painting","Allegory","Cosmology|Elements|Encyclopedic|Forge|Ruins|Nude|Landscape|Armor",,,,,"Unavailable","Private Collection/Art Market",,"Florence, Italy, A Rocchi","Private",,"Oil",,,,,,,,,,,,,,"Allegory of Fires Series",,,,,,,,,,,,,,,,,,,,,,"img/derivatives/simple/18219/thumbnail.jpg","img/derivatives/simple/18219/fullwidth.jpg","janbrueghel","brueghel_item",,"allegory_of_fire_venus_in_forge_aflinck_florence.jpg",,
18206,"Allegory of Fire: Venus at the Forge of Vulcan (New York)","Painting","Allegory","Cosmology|Elements|Encyclopedic|Forge|Ruins|Volcano|Nude|Landscape|Armor",,54.6,95.3,,,,,,"Unknown/Not Applicable",,"Oil",,"Canvas",,,,"inscribed with numbers at a later date",,,,,,,,"Allegory of Fires Series",,,,,,"K. Baetjer, European Paintings in the Metropolitan Museum of Art, 1980, I, p. 20|III, p. 366 // W. Liedtke, Flemish Paintings in the Metropolitan Museum of Art, 1984, I, p. 21|II, pl. 12, as a coppy of Jan Brueghel I",,,,,,,,"Bashford Dean, Riverdale, New York, from whom acquired by the museum in 1929",,,,,,,,"img/derivatives/simple/18206/thumbnail.jpg","img/derivatives/simple/18206/fullwidth.jpg","janbrueghel","brueghel_item",,"allegory_of_fire_venus_in_forge_aflinck_ny.jpg",,
18183,"Allegory of Fire: Venus in the Forge of Vulcan (Brussels)","Painting","Allegory","Cosmology|Elements|Encyclopedic|Forge|Ruins|Van Balen|Volcano|Nude|Landscape|Armor",,31,42,,,,,,"Unknown/Not Applicable",,"Oil",,"Copper",,,,,,,,,,,,"Allegory of Fires Series",,,,,,,,,,,,,,"Sale. Weber, Brussels, 7-7-1926, no. 18/",,,,,,,,"img/derivatives/simple/18183/thumbnail.jpg","img/derivatives/simple/18183/fullwidth.jpg","janbrueghel","brueghel_item",,"allegory_of_fire_venus_in_forge_brussels.jpg",,
18188,"Allegory of Fire: Venus in the Forge of Vulcan (Dortmund)","Painting","Allegory","Cosmology|Elements|Encyclopedic|Forge|Ruins|Van Balen|Volcano|Nude|Landscape|Armor",,46,66.5,,,,,,"Unknown/Not Applicable",,"Oil",,,,,,,,,,,,,,"Allegory of Fires Series",,,,,,,,,,,,,,"Sale, Cremer, Dortmund no. 342 as Pieter Brueghel d.j.",,,,,,,,"img/derivatives/simple/18188/thumbnail.jpg","img/derivatives/simple/18188/fullwidth.jpg","janbrueghel","brueghel_item",,"allegory_of_fire_venus_in_forge_dortmund.jpg",,
18184,"Allegory of Fire: Venus in the Forge of Vulcan (Frankfurt)","Painting","Allegory","Cosmology|Elements|Encyclopedic|Forge|Ruins|Van Balen|Volcano|Nude|Landscape|Armor",,,,,,,,,"Unknown/Not Applicable",,"Oil",,,,,,,,,,,,,,"Allegory of Fires Series",,,,,,,,,,,,,,"Sale, Frankfort, 29-5-1922, no. 14",,,,,,,,"img/derivatives/simple/18184/thumbnail.jpg","img/derivatives/simple/18184/fullwidth.jpg","janbrueghel","brueghel_item",,"allegory_of_fire_venus_in_forge_frankfurt.jpg",,
18190,"Allegory of Fire: Venus in the Forge of Vulcan (London, Christie's, 1999)","Print","Allegory","Cosmology|Elements|Encyclopedic|Forge|Ruins|Van Balen|Nude|Landscape|Armor",,46.5,84.5,,,,,,"Unknown/Not Applicable",,,,,,,,,,,,,,,,"Allegory of Fires Series",,,,,,,,,,,,,,"Sale, A.de L. de L. e.a., Brussels, 8-4-1930, no. 27.|Sale, London (Christie's), 17 Dec. 1999",,,,,,,,"img/derivatives/simple/18190/thumbnail.jpg","img/derivatives/simple/18190/fullwidth.jpg","janbrueghel","brueghel_item",,"allegory_of_fire_venus_in_forge_london_christies_1999.jpg",,
18189,"Allegory of Fire: Venus in the Forge of Vulcan (London, Christie's)","Painting","Allegory","Cosmology|Elements|Encyclopedic|Forge|Ruins|Van Balen|Volcano|Nude|Landscape|Armor",,40,52,,,,,,"Unknown/Not Applicable",1660,"Oil",,"Copper",,,,"Carlo Sibirani, 1897 (reverse of the frame)","""HB 1660"" (LL)",,,,,,,"Allegory of Fires Series",,,,,,,,,,,,,,"Carlo Sibirani, 1897 // Sale, London (Christie's), 1996-07-03, nr. 5",,,,,,,,"img/derivatives/simple/18189/thumbnail.jpg","img/derivatives/simple/18189/fullwidth.jpg","janbrueghel","brueghel_item",,"allegory_of_fire_venus_in_forge_london_christies.jpg",,
18578,"Allegory of Fire: Venus in the Forge of Vulcan (London, Phillips, 1992)","Painting","Allegory","Cosmology|Elements|Encyclopedic|Forge|Ruins|Nude|Landscape|Armor",,54,94,,,,,,"Public","ca. 1630","Oil",,"Panel",,,,,,,,,,,,"Allegory of Fires Series",,,,,"Ertz as Jan Brueghel II","K. Ertz, ""Jan Breughel, the younger (1601-1678), The Paintings with Oeuvre Catalogue"", Vol. I, Freren, 1983, No. 261. p. 422",,,,,,,,"Galerie de Heuvel, Brussels, 1920 ; Collection of Baron Evence Coppée III, Brussels, and thence by desent to the present owners |Vlg. London (Philips) 8 Dec. 1992.",,,,,,,,"img/derivatives/simple/18578/thumbnail.jpg","img/derivatives/simple/18578/fullwidth.jpg","janbrueghel","brueghel_item",,"allegory_of_fire_venus_in_forge_london_phillips_1992.jpg",,
18214,"Allegory of Fire: Venus in the Forge of Vulcan (London, Phillips, 1994)","Painting","Allegory","Cosmology|Elements|Encyclopedic|Forge|Ruins|Volcano|Nude|Landscape|Armor",,47,67,,,,,,"Unknown/Not Applicable",,"Oil",,"Copper|Panel",,,,,,,,,,,,"Allegory of Fires Series",,,,,,,,,,,,,,"Sale, London Phillips, 5 July 1994",,,,,,,,"img/derivatives/simple/18214/thumbnail.jpg","img/derivatives/simple/18214/fullwidth.jpg","janbrueghel","brueghel_item",,"allegory_of_fire_venus_in_forge_london_phillips_1994.jpg",,
18213,"Allegory of Fire: Venus in the Forge of Vulcan (London, Sotheby's, 1983)","Painting","Allegory","Cosmology|Elements|Encyclopedic|Forge|Ruins|Nude|Armor",,54,87,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,,,,,,,,,,,,,"Allegory of Fires Series",,,,,"Ertz as Jan Brueghel II","Ertz 1979, Kat. 254, Abb. 450, S. 379 (as Jan Brueghel I)",10166,,,,,,,"Munich, auction Helbing 11.12.1924 // Bonn, slg. Goldkuhle1927 // Deutscher Privatbesitz bis 1983 // Sale, London Sotheby's, July 6 1983, nr. 18",,,,,,,,"img/derivatives/simple/18213/thumbnail.jpg","img/derivatives/simple/18213/fullwidth.jpg","janbrueghel","brueghel_item",,"allegory_of_fire_venus_in_forge_london_sothebys_1983.jpg",,
18579,"Allegory of Fire: Venus in the Forge of Vulcan (London, Sotheby's)","Painting","Allegory","Cosmology|Elements|Encyclopedic|Forge|Ruins|Volcano|Nude|Landscape|Armor",,54.6,72.4,,,,,,"Unknown/Not Applicable",,"Oil",,"Copper",,,,,,,,,,,,"Allegory of Fires Series",,,,,,,,,,,,,,"London (Sotheby), 30 October 1997",,,,,,,,"img/derivatives/simple/18579/thumbnail.jpg","img/derivatives/simple/18579/fullwidth.jpg","janbrueghel","brueghel_item",,"allegory_of_fire_venus_in_forge_london_sothebys.jpg",,
18208,"Allegory of Fire: Venus in the Forge of Vulcan (Christie's, Paris)","Painting","Allegory","Cosmology|Elements|Encyclopedic|Forge|Ruins|Volcano|Nude|Landscape|Armor",,56.6,93.5,,,,,,"Unknown/Not Applicable",,"Oil",,"Panel",,,,"mark on the reverse",,,,,,,,"Allegory of Fires Series",,,,,,,,,,,,,,"Sale, Paris (Christie's), 27 Nov. 2002",,,,,,,,"img/derivatives/simple/18208/thumbnail.jpg","img/derivatives/simple/18208/fullwidth.jpg","janbrueghel","brueghel_item",,"allegory_of_fire_venus_in_forge_paris_christies.jpg",,
18210,"Allegory of Fire: Venus in the Forge of Vulcan (Berlin, Paul Graupe)","Painting","Allegory","Cosmology|Elements|Encyclopedic|Forge|Ruins|Volcano|Nude|Landscape|Armor",,28,38,,,,,,"Unknown/Not Applicable",,"Oil",,"Copper",,,,,,,,,,,,"Allegory of Fires Series",,,,,,,,,,,,,,"Collection Prof. Wedewer, Wiesbaden. Versteigerung Lepke, Berlin 1913. Sammlung Kom-Rat Bernhard Albert Mayer, Mainz. Versteigerung 136 Paul Graupe, Berlin, 25. 6, 1934, Katalog Nr. 10.",,,,,,,,"img/derivatives/simple/18210/thumbnail.jpg","img/derivatives/simple/18210/fullwidth.jpg","janbrueghel","brueghel_item",,"allegory_of_fire_venus_in_forge_pgraupe_berlin.jpg",,
18600,"The Birds' Concert Party","Painting","Allegory","Senses|Birds|Parrot",,42,59,,"Germany","Berlin","Gemäldegalerie, Staatliche Museen zu Berlin",,"Public",,"Oil",,,,,,,,,,,,,,"Paradise Series",,,,,,,,,,,,,,,,,,,,,,"img/derivatives/simple/18600/thumbnail.jpg","img/derivatives/simple/18600/fullwidth.jpg","janbrueghel","brueghel_item",,"Birds_Concert_New_York.jpg",,
18488,"Blind Leading the Blind Roundel (Antwerp)","Painting",,,,,,19,"Belgium","Antwerp","Koninklijk Museum voor Schone Kunsten","cat. 1948, no. 872/1","Public",,"Oil",,"Panel",,"P. BRVEGEL",,,,,,,,,,"Proverbs Series",,,,,"Pieter Bruegel II","rauls 1957, S. 84-85|Marlier 1969, S. 148, Nr. 41, Fig. 81|MK Antwerpen 1988",,,,,,,,,,,,,,,,"img/derivatives/simple/18488/thumbnail.jpg","img/derivatives/simple/18488/fullwidth.jpg","janbrueghel","brueghel_item",,"Blind_Leading_the_Blind_Roundel_Antwerp.jpg",,
18234,"Allegory of Discord","Painting","Allegory",,,53,89,,"France","Avignon","Musée Calvet","Inv. Nr. 505","Public","before 1648","Oil",,"Panel",,,,,,,,,,,,"Allegory of Fires Series",,,,,"Ertz as Jan Brueghel II","Ertz 1979, S. 328, Abb. 397, Anm. 453",10150,,,,,,,"Slg. Sauvan",,,,,,,,"img/derivatives/simple/18234/thumbnail.jpg","img/derivatives/simple/18234/fullwidth.jpg","janbrueghel","brueghel_item",,,,
18232,"Allegory of Elements","Painting","Allegory",,,52.5,81.5,,,,,,"Unknown/Not Applicable","late 1630s","Oil",,"Panel",,,,,,,,,,,,"Allegory of Fires Series","Frans Francken the Younger",,,,"Ertz as Jan Brueghel II",,,,,,,,,"Sale, London Sotheby's, 24.3.1971, nr. 98 // Slg. Gouverneur of Dulwich College|Picture Gallery)",,,,,,,,"img/derivatives/simple/18232/thumbnail.jpg","img/derivatives/simple/18232/fullwidth.jpg","janbrueghel","brueghel_item",,,,
18577,"Allegory of Fire","Painting","Allegory",,,46,83,,,,,,"Public",,"Oil",,,,,,,,,,,,,,"Allegory of Fires Series",,,,,"Ertz as Jan Brueghel II",,,,,,,,,,,,,,,,,"img/derivatives/simple/18577/thumbnail.jpg","img/derivatives/simple/18577/fullwidth.jpg","janbrueghel","brueghel_item",,,,
18228,"Allegory of Fire (Private Collection)","Painting","Allegory",,,53,88,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",1628,"Oil",,"Panel",,,,,,,,,,,,"Allegory of Fires Series",,,,,"Ertz as Jan Brueghel II","Ertz 1979, S. 373, Anm. 580",10212,,,,,,,"Vgl. Kat. 198",,,,,,,,"img/derivatives/simple/18228/thumbnail.jpg","img/derivatives/simple/18228/fullwidth.jpg","janbrueghel","brueghel_item",,,,
18229,"Allegory of Might and Right","Painting","Allegory",,,57,78,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Panel",,"J. Brueghel, F. Anno 1647","lower left",,,,,,,,,"Allegory of Fires Series","David Teniers the Younger",,,,"Ertz as Jan Brueghel II","Slg. Kat. Cremer Dortmund 1914, Nr. 317, Textband S. 56",,,,,,,,"Berlin, auction Wertheim 29.5.1929, Nr. 35 // Dortmund, Slg. Cremer",,,,,,,,"img/derivatives/simple/18229/thumbnail.jpg","img/derivatives/simple/18229/fullwidth.jpg","janbrueghel","brueghel_item",,,,
18580,"Allegory of the Elements","Painting","Allegory",,,,,,"Unavailable","Private Collection/Art Market",,"Brussels, Belgium, Slg. Baron de Coppée","Private",,"Oil",,,,,,,,,,,,,,"Allegory of Fires Series",,,,,"Ertz as Jan Brueghel II",,,,,,,,,,,,,,,,,"img/derivatives/simple/18580/thumbnail.jpg","img/derivatives/simple/18580/fullwidth.jpg","janbrueghel","brueghel_item",,,,
18231,"Allegory of the Elements (J. Paul Getty Museum)","Painting","Allegory",,,52.5,81.5,,"United States","Los Angeles, CA","J. Paul Getty Museum","Inv. Nr. A 71.P-8","Public","1630s","Oil",,"Panel",,,,,,,,,,,,"Allegory of Fires Series","Frans Francken the Younger",,,,"Ertz as Jan Brueghel II","Mus.Kat. Malibu 1972, S. 65, Abb. 80 (als Jan I)|Härting 1983, Nr. A 298.",10174,,,,,,,"Slg. Comtessa du Cayla|Slg. Prinz de Beauveau Craon|London, Sotheby's 24.3.1971, Nr. 98",,,,,,,,"img/derivatives/simple/18231/thumbnail.jpg","img/derivatives/simple/18231/fullwidth.jpg","janbrueghel","brueghel_item",,,,
18573,"Floral Still Life (Tazza, Wreath, and Painted Vase)","Painting","Flower Still-Life & Nature Study",,,66,90,,"Unavailable","Private Collection/Art Market",,"Duisburg, Germany, Henle, 1976","Private","ca. 1620","Oil",,,,,,,,,,,,,,"Flowers Series",,,,,"Ertz as Jan Brueghel II","Ertz 1979, S. 532, Anm. 395 (as Jan II)",,,,,,,,"Galerie de Boer, Nr. 37 (mit den Maßen 60 x 75)",,,,,,,,"img/derivatives/simple/18573/thumbnail.jpg","img/derivatives/simple/18573/fullwidth.jpg","janbrueghel","brueghel_item",,,,
18233,"The So-Called Battle of Callo","Painting","Allegory",,,,,,"Unavailable","Private Collection/Art Market",,"Zürich, Switzerland","Private","before 1648","Oil",,,,,,,,,,,,,,"Allegory of Fires Series",,,,,"Ertz as Jan Brueghel II","The Connoisseur, Sept. 1927",,,,,,,,"Englischer Kunsthandel, um 1927|Belgischer Privatbesitz|Luzern, Galerie Fischer",,,,,,,,"img/derivatives/simple/18233/thumbnail.jpg","img/derivatives/simple/18233/fullwidth.jpg","janbrueghel","brueghel_item",,,,
18230,"Venus in Vulcan's Forge","Painting","Allegory",,,62.8,107.3,,,,,,"Unknown/Not Applicable",,"Oil",,"Panel",,,,,,,,,,,,"Allegory of Fires Series",,,,,"Ertz as Jan Brueghel II",,,,,,,,,"Sale, London Christie's, 23.6.1967, Nr. 116 // London Christie's 26.11.1965, Nr. 67 // von unbekanntem Privatsammler erworben",,,,,,,,"img/derivatives/simple/18230/thumbnail.jpg","img/derivatives/simple/18230/fullwidth.jpg","janbrueghel","brueghel_item",,,,
18581,"Venus in Vulcan's Forge (Sanssouci)","Painting","Allegory",,,61.5,94,,"Germany","Potsdam","Prussian Palaces and Gardens Foundation Berlin-Brandenburg","Schloss Sanssouci","Public","late 1620s","Oil",,"Panel",,,,,,,,,,,,"Allegory of Fires Series",,,,,"Ertz as Jan Brueghel II","Slg. Kat. Potsdam 1961, Nr. 13 (as Jan II and Hendrik van Balen)",,,,,,,,,,,,,,,,"img/derivatives/simple/18581/thumbnail.jpg","img/derivatives/simple/18581/fullwidth.jpg","janbrueghel","brueghel_item",,,,
18605,"Earthly Paradise and Temptation of Adam and Eve (Seville)","Painting","Religious","Birds|Horse|Lion|Nude|Old Testament|Paradise",,78,105,,"Spain",,,"Seville, Museo de Bellas Artes de Sevilla","Public",,"Oil",,"Panel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"img/derivatives/simple/18605/thumbnail.jpg","img/derivatives/simple/18605/fullwidth.jpg","janbrueghel","brueghel_item",,"Earthly_Paradise_with_Temptation_of_Adam_and_Eve_Seville.jpg",,
18291,"A Garland of Flowers, Fruit and Vegetables with the Holy Family in a River Landscape Beyond (Amsterdam. Douwes)","Painting","Garland","Birds|Sheep|Putti|Christ|Holy family|Virgin Mary|Flowers|Food|Fruit|Garland",,104,73,,"Unavailable","Private Collection/Art Market",,"Amsterdam, Douwes Fine Art, cat. 1983","Private",,"Oil",,"Canvas",,,,,,,,,,,,"Flowers Series",,,,,,,,,,,,,,"Sale, Krelinger, Brussel (Le Roy), 4-3-1946, nr 5 |Verz. B. Leflot Helsen, Turnhout |Sale, Brussel (PSK.), 8-10-1958, nr 83 |Sale, Metr. Mus. of Art e.a. (ged. Dr. T. Praalder), New York (SPB.), 8-1-1981, nr 50, met deze afb. |Sale, Amsterdam (C.), 26-4-1983, nr 174, met afb. in kleur |Ksth. Gebr. Douwes, Amsterdam, 1983",,,,,,,,"img/derivatives/simple/18291/thumbnail.jpg","img/derivatives/simple/18291/fullwidth.jpg","janbrueghel","brueghel_item",,"FlS_Amsterdam_Douwes_Holy_Family.jpg",,
18571,"The Madonna and Child in a Garland of Flowers (Amsterdam, Douwes Fine Art)","Painting","Garland","Christ|Holy family|Virgin Mary|Flowers|Garland",,60.5,49.5,,"Unavailable","Private Collection/Art Market",,"Amsterdam, Douwes Fine Art, cat. 1987/88","Private","ca. 1630-ca. 1632","Oil",,"Panel",,,,,,,,,,,,"Flowers Series",,,,,"Ertz as Jan Brueghel II","Sale, London (Christie's), 1-12-1978, nr. 107, met afb., as J. Brueghel I en H.v.Balen |Sale, London (Christie's), 10-4-1981, nr. 9, met afb. as J. Brueghel I of II en H.van Balen |Sale, Zurich (K), 25/26-5-1984, nr. 5065, met afb. in kleur as J. Brueghel II |Dealer, Gebr. Douwes, Amsterdam 1987/88 (Tableau IX, nr.4, febr. 1987 blz. 92, met afb. in kleur (links), getoond op Pictura, Maastricht, mrt. 1987, mrt. 1988, afb. in kleur in brochure 1987, als J. Brueghel II en H. van Balen",,,,,,,,"Stiftung des Comte G. E. de Pecis, 1927",,,,,,,,"img/derivatives/simple/18571/thumbnail.jpg","img/derivatives/simple/18571/fullwidth.jpg","janbrueghel","brueghel_item",,"FlS_Amsterdam_Douwes_Madonna.jpg",,
18282,"The Holy Family with Cherubs in a Landscape Set in a Wreath of Fruit and Vegetables (Amsterdam, Sotheby's)","Painting","Garland","Putti|Christ|Holy family|Virgin Mary|Flowers|Food|Fruit|Garland",,106.5,71,,,,,,"Unknown/Not Applicable",,"Oil",,"Panel",,,,,,,,,,,,"Flowers Series",,,,,,,,,,,,,,"B. Lefot  Helsen, Turnhout; Charles Kreglinger, his sale, Brussesl, Galerie le Roy, 5 March 1936, lot 4; Jules van Hulst, Brussels, his sale, Brussels, Palais des Beaux Arts, 8 October 1958, lot 83; Inherited from the parents of the present owners|Sale, Amsterdam Sotheby's, 1995-05-09, nr. 42",,,,,,,,"img/derivatives/simple/18282/thumbnail.jpg","img/derivatives/simple/18282/fullwidth.jpg","janbrueghel","brueghel_item",,"FlS_Amsterdam_Sothebys_Holy_Family.jpg",,
18270,"Garland Around Medallion of Madonna and Child (Sotheby's, Amsterdam)","Painting","Garland","Christ|Holy family|Virgin Mary|Flowers|Garland",,37,31.5,,,,,,"Unknown/Not Applicable",,"Oil",,"Copper",,,,,,,,,,,,"Flowers Series",,,,,,,,,,,,,,"Sale, Amsterdam Sotheby's, 2005-05-18, nr. 56",,,,,,,,"img/derivatives/simple/18270/thumbnail.jpg","img/derivatives/simple/18270/fullwidth.jpg","janbrueghel","brueghel_item",,"FlS_Amsterdam_Sothebys_Madonna.jpg",,
18266,"Cartouche with Flower Garland and Putti Around Madonna and Child (Bamberg)","Painting","Garland","Sheep|Putti|Christ|Virgin Mary|Flowers|Garland",,138,108,,"Germany","Bamberg","Senger Bamberg","cat. 1992","Public",,"Oil",,"Canvas",,"J. Brueghel","lower left",,,,,,,,,"Flowers Series","Pieter van Avont","(FGM & CW, 1992)",,,,,,,,,,,,"Schwarzenberg Palace, Vienna Collection Hermann Schwartz, Germany |Ksth. Senger Bamberg, Bamberg, 1992 getoond op TEFAF, Maastricht, mrt.1992, as Flemish School, 17de eeuw (as sJ. Brueghel I en H. van Balen, met deze afb., overdruk ontv.v.d.ksth.,mrt. 1992)",,,,,,,,"img/derivatives/simple/18266/thumbnail.jpg","img/derivatives/simple/18266/fullwidth.jpg","janbrueghel","brueghel_item",,"FlS_Bamberg_Madonna.jpg",,
18250,"Flowers in Basket and Tazza (Bergen, Billedgalleri)","Painting","Flower Still-Life & Nature Study","Basket|Tazza|Flowers",,68,100,,"Norway","Bergen","Billedgalleri","not in cat. 1907, inv.BB 670 (as 'unknown')","Public",,"Oil",,,,,,,,,,,,,,"Flowers Series",,,,,,,,,,,,,,,,,,,,,,"img/derivatives/simple/18250/thumbnail.jpg","img/derivatives/simple/18250/fullwidth.jpg","janbrueghel","brueghel_item",,"FlS_Bergen_Billedgalleri_Basket.jpg",,
18245,"Flowers in Painted Vase, Wreath, and Tazza (Brussels, Heuvel)","Painting","Flower Still-Life & Nature Study","Insects|Tazza|Vase|Flowers",,,,,"Unavailable","Private Collection/Art Market",,"Brussels, M. Arthur de Heuvel","Private",,"Oil",,,,,,,,,,,,,,"Flowers Series",,,,,,,,,,,,,,,,,,,,,,"img/derivatives/simple/18245/thumbnail.jpg","img/derivatives/simple/18245/fullwidth.jpg","janbrueghel","brueghel_item",,"FlS_Brussels_Heuvel_Vase.jpg",,
