"pid","object_pid","label","artist","provenance_date","provenance_location","provenance_text","collection","order"
"4744","2993","Bouquet of Flowers in a Chinese Vase (Germany)","janbrueghel",,"Campione","Collection of Silvano Lodi","provenance",
"4751","2995","Bouquet of Flowers in a Chinese Vase (The Hague)","janbrueghel","ca. 1930","Vienna","Galerie Sanct Lucas","provenance",
"4752","2995","Bouquet of Flowers in a Chinese Vase (The Hague)","janbrueghel","ca. 1930","The Hague","Galerie Internationale","provenance",
"4753","2995","Bouquet of Flowers in a Chinese Vase (The Hague)","janbrueghel","1934","Amsterdam","Galerie de Boer","provenance",
"4754","2995","Bouquet of Flowers in a Chinese Vase (The Hague)","janbrueghel","1939","The Hague","Private Collection of Ant. Aarts","provenance",
"4755","2995","Bouquet of Flowers in a Chinese Vase (The Hague)","janbrueghel","1941","The Hague","Th. F. Thurkow","provenance",
"4764","2997","Bouquet with Mourning Iris in a Stoneware Vase (Cambridge)","janbrueghel","1939","Berlin","Hinrichsen en Lindpaintner","provenance",
"4765","2997","Bouquet with Mourning Iris in a Stoneware Vase (Cambridge)","janbrueghel","Before 1948",,"Miss Beaumont","provenance",
"4766","2997","Bouquet with Mourning Iris in a Stoneware Vase (Cambridge)","janbrueghel","1948","London","Slatter Gallery","provenance",
"4767","2997","Bouquet with Mourning Iris in a Stoneware Vase (Cambridge)","janbrueghel","May 13 1948","London","Sale, Christie's, Lot #104","provenance",
"4768","2997","Bouquet with Mourning Iris in a Stoneware Vase (Cambridge)","janbrueghel",,"Broughton","Collection of Henry Rogers, 2nd Baron of Fairhaven, Leigh-on-Sea","provenance",
"4769","3000","Bouquet with Mourning Iris in a Stoneware Vase (Prague)","janbrueghel","1911",,"Alphons v. Rothschild Collection","provenance",
"4770","3000","Bouquet with Mourning Iris in a Stoneware Vase (Prague)","janbrueghel","1939",,"Šilheřovice Castle","provenance",
"4771","3000","Bouquet with Mourning Iris in a Stoneware Vase (Prague)","janbrueghel","1939","Prague","Donated to the National Gallery","provenance",
"4772","3001","Bouquet with Poem","janbrueghel","Dec 1 1978","Paris","Sale, Hôtel Drouôt","provenance",
"4773","3001","Bouquet with Poem","janbrueghel","1979 to 1983","London","Richard Green Gallery","provenance",
"4774","3002","Bouquet with Tulips (Dusseldorf)","janbrueghel","1937","Düsseldorf","Gallery Stern","provenance",
"4775","3003","Bridge of Talavera","janbrueghel","1879","Paris","Bequeathed by Louis La Caze to the Louvre","provenance",
"4776","3004","Bright Forest Landscape with Hunters","janbrueghel","2004","London","Derek Johns Gallery","provenance",
"4777","3004","Bright Forest Landscape with Hunters","janbrueghel","Apr 20 2004","London","Sale, Sotheby's, Lot #249 (as ""Follower of Jan I"")","provenance",
"4778","3004","Bright Forest Landscape with Hunters","janbrueghel","Oct 20 2014","Vienna","Sale, Dorotheum, Lot #35 (as ""Jan Brueghel I"")","provenance",
"4779","3005","Broad Landscape with Dairy Farming","janbrueghel","1636","Madrid","In the Alcázar, ""in the room before the bed chamber where the King dines""","provenance",
"4780","3005","Broad Landscape with Dairy Farming","janbrueghel","1703","Madrid","Portrait room in El Pardo","provenance",
"4781","3005","Broad Landscape with Dairy Farming","janbrueghel","1772","Madrid","Palacio Nuevo","provenance",
"4782","3005","Broad Landscape with Dairy Farming","janbrueghel","1794","Madrid","Library Hall as ""school of Brueghel""","provenance",
"4783","3006","Broad Landscape with Mills (London)","janbrueghel","1712 to 1785","Paris","(Possibly Paris) Cabinet Duc de Praslin","provenance",
"4784","3006","Broad Landscape with Mills (London)","janbrueghel","1785","Sussex","Collection of W.S.C. Curtis, Marley House, Battle","provenance",
"4785","3006","Broad Landscape with Mills (London)","janbrueghel",,"London","Gallery Speelman","provenance",
"4786","3006","Broad Landscape with Mills (London)","janbrueghel","1961",,"Private Collection","provenance",
"4787","3007","Broad Landscape with Travelers","janbrueghel","1723","Prague","Wrzowecz Collection","provenance",
"4788","3007","Broad Landscape with Travelers","janbrueghel","ca. 1723","Saxony","Collection of Friedrich August II, King of Poland, Prince Elector of Saxony","provenance",
"4789","3007","Broad Landscape with Travelers","janbrueghel","1925","Dresden","Kurfürstlichen Kunstkammer","provenance",
"4790","3007","Broad Landscape with Travelers","janbrueghel","Before 1958","Saxony","Halle on the Saale, Royal House of Wettin","provenance",
"4791","3007","Broad Landscape with Travelers","janbrueghel","1958","New York, NY","Rosenberg and Stiebel","provenance",
"4792","3007","Broad Landscape with Travelers","janbrueghel","1959","Minneapolis, MN","Minneapolis Institute of Art, gift of Mr. and Mrs. Theodore W. Bennett","provenance",
"4793","3008","Broad Landscape with Windmills","janbrueghel","1759",,"Inventory of 1759, #677 (as Brughel)","provenance",
"6579","3009","Busy Road","janbrueghel","17th century","Antwerp","Van Cauwenberghs","provenance",
"4795","3010","Busy Village Street by a Stream","janbrueghel","Dec 1 2003",,"Sale, London, Sotheby's, Lot #100 (as ""follower of Jan I"")","provenance",
"4796","3012","Calvary (Florence)","janbrueghel","1608","Florence","Given as a gift by Maria of Bavaria for the wedding of Maria Magdalena of Austria and Cosimo II of Florence","provenance",
"4797","3012","Calvary (Florence)","janbrueghel","1784","Florence","Inventory of 1784, #419","provenance",
"4798","3012","Calvary (Florence)","janbrueghel","1825","Florence","Inventory of 1825, #1080","provenance",
"4799","3012","Calvary (Florence)","janbrueghel","1890","Florence","Inventory of 1890, #1083","provenance",
"4800","3013","Calvary (Milan)","janbrueghel","1618","Milan","Donated by Cardinal Borromeo to Ambrosiana","provenance",
"4801","3014","Calvary (Munich)","janbrueghel","1716","Düsseldorf","Galerie Düsseldorf (According to Van Gool, inv. #35)","provenance",
"7106","3015","Canal through a Village","janbrueghel",,"Paris","Musée Napoléon","provenance",
"6804","3016","Canal with Sloops","janbrueghel",,,"Jean-Marc Dupan (Lugt 1440)","provenance",
"6805","3016","Canal with Sloops","janbrueghel","1883",,"Purchased from Amsler & Ruthardt","provenance",
"7342","3017","Carrying of the Cross","janbrueghel","Apr 15 2008","New York, NY","Sold Christies, lot #13","provenance",
"4806","3018","Carrying of the Cross (Christ & the Holy Women)","janbrueghel","1618","Milan","Donated by Cardinal Borromeo to Ambrosiana","provenance",
"6927","3020","Castle on the Seashore","janbrueghel",,"New Haven, CT","Egmont Collection, Yale Library Transfer","provenance",
"4808","3021","Cattle Crossing by a Country Road","janbrueghel",,"Madrid","Spanish Royal Collection","provenance",
"4809","3021","Cattle Crossing by a Country Road","janbrueghel","Jun 1813","Vitoria","Taken at the Battle of Vitoria","provenance",
"4810","3022","Cattle Market in a Village","janbrueghel","Until 1864","London","Collection of J.M. Oppenheim","provenance",
"4811","3022","Cattle Market in a Village","janbrueghel","Jun 5 1864",,"Sale, Christie's, Lot #6","provenance",
"4812","3022","Cattle Market in a Village","janbrueghel",,"England","J.G. Morrison Collection","provenance",
"4813","3024","Choir of Musical Angels","janbrueghel","1618","Milan","Donated by Cardinal Borromeo to Ambrosiana","provenance",
"4814","3025","Christ and Apostles Resting on Hill Outside Jerusalem (Florence)","janbrueghel","1890",,"In Inventory of 1890, #8406","provenance",
"4815","3026","Christ and the Adulterous Woman (Munich)","janbrueghel","1799","Mannheim","Galerie Mannheim, cat. 1799, inv. #499 (as Pieter Bruegel)","provenance",
"4816","3026","Christ and the Adulterous Woman (Munich)","janbrueghel","1792","Mannheim","Galerie Mannheim, cat. 1802, inv. #499 (as Pieter Bruegel)","provenance",
"4817","3026","Christ and the Adulterous Woman (Munich)","janbrueghel","1822","Munich","inv. #314","provenance",
"4818","3026","Christ and the Adulterous Woman (Munich)","janbrueghel","1905","Munich","inv. #715","provenance",
"4819","3027","Christ and the Adulterous Woman (Private Collection)","janbrueghel","Jul 7 1903","Amsterdam","Sale, Renï della Faille de Waerloos, Lot #32 (as Pieter I Bruegel)","provenance",
"4820","3027","Christ and the Adulterous Woman (Private Collection)","janbrueghel","Early 20th century","Amsterdam","Collection of Otto Lanz","provenance",
"4821","3027","Christ and the Adulterous Woman (Private Collection)","janbrueghel","2013","Maastricht","Exhibted TEFAF","provenance",
"4822","3027","Christ and the Adulterous Woman (Private Collection)","janbrueghel",,"Belgium","Private Collection","provenance",
"4823","3028","Christ and the Apostles in the Tempest on the Sea of Galilee (Madrid)","janbrueghel","Before 1970",,"Collection of Antonio Colombo","provenance",
"4824","3028","Christ and the Apostles in the Tempest on the Sea of Galilee (Madrid)","janbrueghel","Oct 20 1970","Milan","Sale, Finarte, Lot #6","provenance",
"4825","3028","Christ and the Apostles in the Tempest on the Sea of Galilee (Madrid)","janbrueghel","1979","Campione","Collection of Silvano Lodi","provenance",
"4826","3029","Christ in Limbo (Aschaffenburg)","janbrueghel","Until 1814","Aschaffenburg","Aschaffenburg Gallery","provenance",
"4827","3030","Christ in Limbo (Riggisberg)","janbrueghel","1958","New York, NY","Julius H. Weitzner","provenance",
"4828","3030","Christ in Limbo (Riggisberg)","janbrueghel","20th century","Zürich","Werner and Margaret Abegg Collection","provenance",
"4829","3030","Christ in Limbo (Riggisberg)","janbrueghel","1972","Riggisberg","Donated to the Abegg-Stiftung","provenance",
"4830","3032","Christ in Limbo (The Hague)","janbrueghel","Before 1697","Apeldoorn","Stadholder-King Wilhelm III, Het Loo","provenance",
"4831","3032","Christ in Limbo (The Hague)","janbrueghel","1774 to 1795","The Hague","Cabinet of Willem V","provenance",
"4832","3032","Christ in Limbo (The Hague)","janbrueghel","1795 to 1815","Paris","Musée du Louvre","provenance",
"4833","3032","Christ in Limbo (The Hague)","janbrueghel","1815 to 1822","The Hague","Gallery Willem V","provenance",
"4834","3032","Christ in Limbo (The Hague)","janbrueghel","1822","The Hague","Mauritshuis","provenance",
"4835","3033","Christ in the Storm (Christ and Apostles on the Lake of Tiberius) (Milan)","janbrueghel","1618","Milan","Donated by Cardinal Borromeo to Ambrosiana","provenance",
"6677","3034","Church of St. Martin at Asse in Brabant, Belgium","janbrueghel",,"London","P.H. Lankrink with Colnaghi's (Lugt 2090)","provenance",
"6678","3034","Church of St. Martin at Asse in Brabant, Belgium","janbrueghel","Jun 20 1937","Chesham","Bought by Sir Bruce Ingram (Lugt 1405a) with PD.206-1963","provenance",
"6679","3034","Church of St. Martin at Asse in Brabant, Belgium","janbrueghel","1963","Cambridge","P.H. Lankrink with Colnaghi's (Lugt 2090)","provenance",
"4839","3035","Cityscape with Busy Street","janbrueghel","Dec 7 2006","London","Sale, Christie's, Lot #7","provenance",
"7310","3037","The Clivus Scauri in Rome","janbrueghel","18th century to 19th century","England","Lord John Hampden","provenance",
"7311","3037","The Clivus Scauri in Rome","janbrueghel","Jun 9 1827 to Jun 27 1827","London","His Sale, Sotheby's, Lot #28","provenance",
"7312","3037","The Clivus Scauri in Rome","janbrueghel","18th century to 19th century","London","William Esdaile (Lugt 2617)","provenance",
"7313","3037","The Clivus Scauri in Rome","janbrueghel",,"London","T. Ellis","provenance",
"7314","3037","The Clivus Scauri in Rome","janbrueghel","Mar 12 1963",,"His Sale, Sotheby's, Lot #67","provenance",
"7315","3037","The Clivus Scauri in Rome","janbrueghel","20th century","Paris","Frits Lugt (Lugt 1028)","provenance",
"7316","3037","The Clivus Scauri in Rome","janbrueghel","1963","Paris","Acquired by Institut Neerlandais","provenance",
"6569","3038","Coach on a Country Road","janbrueghel",,"Darmstadt","Freiherr M. von Heyl zu Hernsheim (Lugt 2879)","provenance",
"6570","3038","Coach on a Country Road","janbrueghel","1932",,"Gift of Fond du Dotation","provenance",
"4861","3040","Coastal Landscape with Scipio's Grave","janbrueghel","May 1982","Maastricht","Sale, Gallery Noortman, Lot #3","provenance",
"4862","3040","Coastal Landscape with Scipio's Grave","janbrueghel","Dec 13 2001","London","Sale, Sotheby's","provenance",
"10004","3042","Coastal Landscape with Temple of Vesta","janbrueghel","1663","Antwerp","Possibly Collection of Anna de Schot, widow of N. Cheeus","provenance",
"4868","3042","Coastal Landscape with Temple of Vesta","janbrueghel","Before 1783",,"Acquired by Friedrich II","provenance",
"4869","3042","Coastal Landscape with Temple of Vesta","janbrueghel","1816",,"Inventory of 1816, inv. #997","provenance",
"4870","3044","Coastal Landscape with Temple of Vesta (London)","janbrueghel",,"Brussels","Simon de Monte (1878-1930)","provenance",
"4871","3044","Coastal Landscape with Temple of Vesta (London)","janbrueghel","Dec 21 1925","Brussels","Sale, Fiévez","provenance",
"4872","3044","Coastal Landscape with Temple of Vesta (London)","janbrueghel","May 29 1986","Amsterdam","Sale, Christie's, Lot #167 (as ""follower of Jan I"")","provenance",
"4873","3044","Coastal Landscape with Temple of Vesta (London)","janbrueghel","Dec 12 2002","London","Sale, Sotheby's, Lot #27 (as ""studio of Jan Brueghel the Elder"")","provenance",
"7107","3045","Confluence of Rivers","janbrueghel",,"Paris","Musée Napoléon","provenance",
"6663","3046","Contemporary Crane and Shipping","janbrueghel",,"London","P.H. Lankrink with Colnaghi's (Lugt 2090)","provenance",
"6664","3046","Contemporary Crane and Shipping","janbrueghel","Jul 1937","Chesham","Bought by Sir Bruce Ingram (Lugt 1405a) with PD.206-1963","provenance",
"6665","3046","Contemporary Crane and Shipping","janbrueghel","1963","Cambridge","Bequeathed by Sir Bruce to Fitzwilliam Museum","provenance",
"4878","3047","Coronation of the Virgin","janbrueghel",,,"Gallery of Pope Gregory XVI","provenance",
"4879","3048","Country Road: Allegory of Autumn","janbrueghel",,"Rome","Pietro Palmaroli, painter and restorer","provenance",
"4880","3048","Country Road: Allegory of Autumn","janbrueghel","1819","Hannover","Collection of August Kestner","provenance",
"4881","3048","Country Road: Allegory of Autumn","janbrueghel",,"Hannover","Collection of Hermann Kestner, inv. #142","provenance",
"4882","3048","Country Road: Allegory of Autumn","janbrueghel","1884","Hannover","Städelsches Galerie, inv. #KM143","provenance",
"4883","3050","Country Road with Elegant Travelers, Including Nursing Mother","janbrueghel","Before 1806","Munich","Ducai Gallery","provenance",
"7095","3052","Country Road with Figures and Animals","janbrueghel",,"Paris","Musée Napoléon","provenance",
"4885","3053","Country Road with Halt of a Convoy","janbrueghel","1741","Madrid","Collection of Isabel Farnese, Inventory of 1741, La Granja","provenance",
"4886","3053","Country Road with Halt of a Convoy","janbrueghel",,"Aranjuez",,"provenance",
"4887","3053","Country Road with Halt of a Convoy","janbrueghel","1636",,"Inventory of 1636","provenance",
"4888","3054","Country Road with Travelers","janbrueghel","Until 1863","London","Possibly Major Allnutt, Clapham Common","provenance",
