"pid","object_pid","author","comment","post_date"
45,2915,"E.A. Honig","<p>Ertz (2008-10) speculates that this London painting of ""Allegory of Fire (Venus in the Forge of Vulcan)"" is part of a series of the elements which Jan Brueghel painted between 16010-1611. See Also:</p><ul><li><a href=""/janbrueghel/allegory-of-earth-paris"">Allegory of Earth (Paris)</a></li><li><a href=""/janbrueghel/allegory-of-water-germany"">Allegory of Water (Germany)</a></li><li><a href=""/janbrueghel/allegory-of-air-germany"">Allegory of Air (Germany)</a></li></ul><p>A loose variant attributed to Jan Brueghel the Elder ca. 1608 in Potsdam, Slot Neues Palais, gem. cat.</p>","June 27, 2015"
46,2918,"E.A. Honig","<p>S. Bedoni (1983, 72-73) thinks that this one is a studio version.<br />May have been acquired by Camillo I Pamphilj (1622-66): he was married to Olimpia Aldobrandini who was a widow of the Borghese family. See Claudio Strinati, ""La mostra e il suo contesto"" in exh. cat. Genoa 1996, p.7; Werche #A.138.</p><p>The ""<a href=""/janbrueghel/allegory-of-fire-venus-in-the-forge-of-vulcan-rome"">Allegory of Fire: Venus in the Forge of Vulcan (Rome)</a>"" is part of a series of the elements which Jan Brueghel painted between 1606-1611. The series currently resides in the Galleria Doria Pamphilj. See Also:</p><ul><li><a href=""/janbrueghel/allegory-of-earth-rome"">Allegory of Earth (Rome)</a></li><li><a href=""/janbrueghel/allegory-of-water-rome"">Allegory of Water (Rome)</a></li><li><a href=""/janbrueghel/allegory-of-air-rome"">Allegory of Air (Rome)</a></li></ul>","June 27, 2015"
47,2918,"Christine Quach","<p>Ertz lists two autograph replicas, one formerly in Berlin (destroyed) and other formerly art market, Bonn; he also lists one copy in Marseille.  But again, boxes at RKD have lots of copies, many from series in places like Saltram House (copper, 57 x 91 cm), Burghley House (49.5 x 77.5 cm); other awful copies around art market:</p><ul><li>Sold as a set at Christie's, London, April 23, 1982, #16 (38.6 x 56.5 cm) as by J. van Balen, J. van Kessel and J. Brueghel the Younger</li><li>Sotheby's Parke Bernet, London, April 7, 1982, #3 (56 x 91.5 cm)</li><li>Lempertz, Cologne, November 15, 1972, #31 (canvas, 54 x 86 cm)</li><li>Sotheby's, Monaco, December 2-3, 1988, #631 (copper, 56 x 93.5 cm)</li><li>Metropolitan Museum of Art, New York, Acc. #29.158.749</li><li>Bearstad sale, Christie's London, December 13, 1929, #110 (panel, 55.9 x 80 cm)</li><li>Störi sale, Zurich, December 5, 1924, #114</li><li>Mak van Waay, Amsterdam, May 1, 1974, #26 (panel, 65 x 101 cm)</li><li>Helbing & Prestel sale, Frankfurt, May 29, 1922, #14 (canvas, 57 x 96 cm)</li><li>Metropolitan Museum of Art, New York (panel, 53 x 88 cm)</li><li>Christie's, London, June 23, 1967, Lot #9, (panel, 54.6 x 94cm)</li><li>Collection of Major Hope Johnstone, Raehills (62.2 x 97.8 cm)</li><li>The Pulitzer Gallery, London (canvas, 60 x 100 cm) </li></ul>","July 9, 2014"
48,2918,"E.A. Honig","<p>The panel on which the present work is painted is very badly warped.</p>","April 17, 2014"
49,2919,"E.A. Honig","<p>The Milan ""Allegory of Fire"" is part of a series of the elements which Jan Brueghel painted between 1608-1621. See Also:</p><ul><li><a href=""/janbrueghel/earth-paradise-landscape-paris-louvre"">Earth: Paradise Landscape (Paris, Louvre)</a> </li><li><a href=""/janbrueghel/allegory-of-air-paris"">Allegory of Air (Paris)</a></li><li><a href=""/janbrueghel/allegory-of-water-milan"">Allegory of Water (Milan)</a></li></ul><p>This work was sent to Borromeo in December 1608. Yet it is not mentioned in Borromeo's 1611 codicil so possibly it had been sent back to Antwerp for further adjustment.</p><p>Note that there is a scene of the Temptation of St. Anthony in the background of this version. Interesting that at the same time he sent this to Borromeo, Jan sent him a separate picture with that very subject. Jones (Borromeo 233-234) says that there was another St. Anthony that was sent to Borromeo in 1609 but was a pastiche or knock-off work by studio retouched by JB and Borromeo didn't keep it.  She says it was rediscovered in a private collection in Milan in 1956.<br />Tivoli temple in background here.</p>","June 27, 2015"
50,2919,"E.A. Honig","<p>Many of the vessels here bear legible inscriptions relating to alchemical work: I could read Magiscana Perlaram, Sal Momia, Mercuria Coralatus fe, Aqua Paradiso & others. Of all the works in the Four Elements series, this is the one that is clearly about man-made things (not nature) and in particular its theme seems to be transformation and artifice. Apart from the money and the weapons, which are in the center, the two sides each treat means of transformation, what we would call mechanical on left and chemical on right.  The kunstkammer-ish collection on left seems to have an unusual number of tools in it--lots of little tools for hand crafts, the tools that are used in various ways to make the vessels that are also shown.  Pliers and hammers and various things that grasp or saw; there are more of those in with the weapons. Copy in Paris, Louvre, inv. #4007 (copper, 47 x 68); copy Stuttgart, Wurttembergische Staatsgalerie,1931 cat. #613 (copper, 46 x 67). This image/series was replicated less often than the Lyons and Doria Pamphili ones, but there are indeed some copies.</p>","April 25, 2014"
51,2919,"Ashley Jerbic","<p>Brueghel’s descriptions in this painting are so detailed they serve as documentation for the kind of equipment used in 17th c. metallurgical practices.</p>","April 25, 2014"
52,2919,"Claudia Insenga","<p>First mentioned letter of Feb. 1, 1608: He would have started inventing the element of fire but it is too cold (possibly a joke).<br />Mentions in letter to Bianchi of June 13, 1608: the Fire will be diabolical in invention and full of work (details).</p><p>Sept. 26, 1608 to Borromeo: In a few days he will send the Element of Fire. In the painting there are all kinds of armory/metals of gold and Silver. </p><p>Dec. 12 1608, to Bianchi: Brueghel has delivered into the hands of sig. Lavelli ""un casetto"" containing 3 paintings: a Saint Anthony, beautiful and rare flowers, and the Element of Fire.  </p><p>Letter to Borromeo, 4 July 1609. “gli doi paisetto per terra et aqua, poi che l’aria et fuoco sonne fatte con figurini nudi. Detta doi con glia tri farra farre di cornice belli, et io darra certa botte del pinello, che tornerane a Milano transformate. L aria et fuoco io spera aver finite questo mesa al agosto, et subito serra inviata” (Crivelli, pg. 139).</p><p>August 1 to Bianchi: expects to finish Fire this month.</p><p>Letters to Borromeo, 27 August 1609. “et con il tempo comencira l altri dui Aqua et terra.” (Crivelli, pg. 147).</p><p>Letter to Borromeo, May 1610. “VS me scusera che ho tardato tanto con questo mio quadretto Ellemento del fuco” (Crivelli pg. 152)</p><p>Letter to Borromeo, 25 March 161. “Con mio piacer intende in content che VS ha in el quareto ellementa del fuoco. Glia tri tre Aria Terra et Aqua non serrane mancho che el primo” (Crivelli, pg. 166).</p><p>Letter to Borromeo,19 April 1613. “di server Su. S. lll.ma nel quadro di quel elemento che commanda si faccia, con ogni affettione et industria; per conto el paradise non ho da dir altro” (Crivelli, pg. 205).</p>","May 5, 2016"
53,2920,"E.A. Honig","<p>A variant attributed to the school of JBI contains monkeys feasting, dancing, and playing backgammon (panel, 33 x 47 cm). Last in the collection of Herbert Meade Featherstonhaugh, Upperpark, 1956, listed as by Teniers.</p>","June 27, 2015"
54,2924,"E.A. Honig","<p>This painting and its pendant are copies of a pair of works, painted by a dozen major Antwerp painters coordinated by Jan Brueghel, that were commissioned in 1615 and completed in 1618 as a gift for the Archdukes, and were destroyed in a fire in 1731. The originals has been at Tervuren (inventories of 1677, 1701, 1708).</p><p>According to Díaz Padrón in Brussels 1985, Jan Brueghel's part was limited t the flowers, the animals, the pseudo-engravings, the instruments, and the garland painting at the lower right. He further suggests that Jan painted the sliver of (a copy of?) his father's Preaching of John the Baptist which can also be seen at the right-hand side.</p><p>The Paintings by Rubens seen in the back gallery were all done at around this time, ie they were new works. There is a Bacchanal with Leopards (now in Montreal) that is mentioned in Rubens's famous letter to Dudley Carlton, and a Tiger and Leopard Hunt (now in Dresden). According to Díaz Padrón, Francken copied these works here, while Jan Brueghel copied them in Madrid's Sense of Sight. They were not part of the Archducal collection. In the front room, the Judgement of Paris does not repeat any work of that theme by Rubens but is (oddly) related to his Education of Marie de Medici.</p>","July 8, 2015"
55,2924,"E.A. Honig","<p>Who exactly executed these copies has been disputed. The 1636 inventory called them works by Rubens and Brueghel. In his 1975 catalogue of the Prado collection, Díaz Padrón listed them as Brueghel and Van Balen. In the 1995 catalogue he suggested Gerard Seghers for the painter of the allegorical figures. He also hypothesized that in the original works, the paintings at the right had been ""originals"" by specific artists while those in the gallery to the rear, which replicate known works, were filled in by Frans Francken. In the Brussels 1985 catalogue he wavered between attributing the figures to Van Balen or to Rubens toning down his style to harmonize with a collaborator. Ertz's attribution of the works to Jan the Younger is impossible: he was in Italy in the years before they were sent to Spain and would surely not have been entrusted with a major royal commission in his teens. Of course it is possible that there was studio work involved in these very large copies.  In 1636 inventory they were attributed to Rubens and Brueghel.</p>","June 6, 2013"
56,2924,"E.A. Honig","<p>According to Díaz Padrón 1985, the two paintings were part of a group of works ordered in 1623 by Queen Isabelle de Bourbon, the wife of Philip IV, to decorate her apartments, ""la Torre de la Reina."" They were paid for by the Marquis de Malpica at the initiative of the Duchess of Gandía in the same year. Citing: Archives Philip IV, liasse 123. </p><p>Vergara 1999 agrees that very little of Rubens's own work can be seen in this copy although it was important, along with the other works in this shipment to Isabelle, in giving the Spanish court a sense of Rubens's artistic value.</p><p>A copy signed by J. Boets and dated 1660 (Canvas, 135 x 200) was sold Paris: Artcurial, March 26, 2014.</p>","April 4, 2014"
57,2925,"E.A. Honig","<p>A copy attributed to workshop of JBII on copper (13 x 17.8 cm) sold London, Christie's, April, 24, 1998, #1.<br />A copy attributed to circle of JBI (copper, 20.5 x 28 cm) in the Braunschweig Herzog Anton Ulrich Museum, cat. 1900 and 1932, #73.</p>","June 27, 2015"
58,2926,"E.A. Honig","<p>A variant attributed to Jan Brueghel the Elder on panel (96 x 147 cm) in Munich, Pinakothek, cat. 1922 #628, described as ""Flora crowned by nymphs.""<br />A variant attributed to JBI and HvBalen, sold in Berlin, Leningrader Museum, Nov. 6, 1928, #361<br />Copy of this whole series sold London (Phillips 20.vii.72) #s P33-36.</p>","June 27, 2015"
59,2927,"E.A. Honig","<p>This painting has previously been attributed to Pieter Schoubroeck and Marten Ryckaert. K. Ertz first attributed this painting to Jan Brueghel the Elder in his 2008-10 Catalog.</p><p>This painting is a pendant to <a href=""/janbrueghel/allegory-of-autumn"">Allegory of Autumn</a> (Ertz 2008-10).</p>","June 27, 2015"
