"pid","label","object_type","genre","worktags","iconclass_code","height_cm","width_cm","diameter_cm","location_country","location_city","location_collection","accession_nos_and_notes","private_collection_info","most_recent_sale","collection_type","realdate","numeric_date","medium","support","support_notes","signature","signature_location","support_marks","further_inscription","print_notes","print_type","plate_dimensions","states","printmaker","publisher","series","collaborators","collaborator_notes","collectors_patrons","our_attribution","other_attribution_authorities","bibliography","exhibition_history","ertz_1979","ertz_2008","bailey_walker","hollstein_no","provenance","related_works","related_works_notes","copies_and_variants","curatorial_files","general_notes","discussion","external_resources_title","external_resources_url","thumbnail","fullwidth","collection","pieterbruegel_item","order","permalink"
10122,"The Parable of the Wise and Foolish Virgins","Print","Religious","Dancing|Spinning|Religious|Basket|Vase|Nude|Peasants|Angels|Christ|New Testament|Cup|Lantern",,22.2,28.8,,,,,,,,"Unknown",,,,,,"BRVEGEL.INV","Lower right",,"Address at lowe left: H. cock excu. At upper right on stars: Non noui uos| on banderole: Ecce sponsus uenit exit obuiam et. Two Latin verses in lower margin: DATE NOBIS DE OLEO VESTRO, QVIA LAMPADES NOSTRAE EXTINGVN- | - TVR. | | NEQVAQVAM, NEQVANDO NON SVFFICIAT NOBIS ET VOBIS math.25.",,"Engraving",,2,"Philips Galle","Hieronymus Cock",,,,,,,"Van Bastelaer 1908, 123|Wurzbach (Brueghel) 27|Delen 1934-35, II, p. 96|H. III (Bruegel), 123|H. IV (Cock, 234)|Stridbeck 1956, pp. 255-56|Feinblatt 1961, 41|Vienna 1967-68, 56|Lebeer 1969, 39|Domaszewska 1971, 29|Lari 1973, 118|Riggs 1977, 31|Vallese 1979, 68|TIB (Galle) 56, 038|Marijnissen 1988, p. 160|Tokyo 1989, 39|Gilchrist 1992, 25|Veldman 1992, pp. 250-51|Orenstein and Sellink 2001, 86|NHD (Galle) part II, 147|Hamburg 2001, 39",,,,,4,,,,,,,,"British Museum","http://www.britishmuseum.org/research/collection_online/collection_object_details/collection_image_gallery.aspx","img/derivatives/simple/10122/thumbnail.jpg","img/derivatives/simple/10122/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/the-parable-of-the-wise-and-foolish-virgins"
10123,"The Resurrection","Print","Religious","Religious|Village|Soldiers|Christ|Mary Magdalenee|New Testament|Saint|Armor|Cup|Lantern|Weaponry",,45.1,33,,,,,,,,"Unknown",,,,,,"BRVEGEL. INVEN. | COCK. EXCVDEBAT.","Lower Left",,,,"Engraving",,3,"Philips Galle","Hieronymous Cock",,,,,,,"Van Bastelaer 1098, 114|H. III (Bruegel), 114|H. IV (Cock), 227|H. VII, 106|Feinblatt 1961, 33|Klein 1963, 61|Vienna 1967-68, 57|Lebeer 1969, 84|Domaszewska 1971, 30|Lari 1973, 109|Riggs 1977, 30|Vallese 1979, 70|TIB (Galle) 56, 044|Marijnissen 1988, pp. 170-71|Tokyo 1989, 84|Gilcrhist 1992, 114|Sellink 1997, I, p. 78, III, fig. 3|2|Hamburg 2001, 84|Orenstein and Sellink 2001, 97|NHD (Galle) part II, 172",,,,,5,,10099,,,,,,"British Museum","http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx","img/derivatives/simple/10123/thumbnail.jpg","img/derivatives/simple/10123/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/the-resurrection"
10124,"Christ and the Disciples on the Way to Emmaus","Print","Religious","Religious|Christ|New Testament|Saint|Road",,24.8,19.3,,,,,,,,"Unknown",,,,,,"P. BRVEGEL INVENTOR","Lower left",,"Signed and dated at bottom center: 1571 | P. GAL. FE. Two lines of Latin in lower margin: CHRISTE PEREGRINI DIGNARIS SVMERE FORMAM, | VT FIRMA SOLIDES PECTORA NOSTRA FIDE. LVC. 24.",,"Engraving",,2,"Philips Galle",,,,,,,,"Van Bastelaer 1908, 113|Wurzbach (Brueghel) 9|Wurzbach (Galle) 7|H.III (Bruegel), 113|H. VII, 146|Feinblatt 1961, 32|Klein 1963, 62|Lebeer 1969, 85|Lari 1973, 108|Vallese 1979, 76|TIB (Galle) 56, 045|Tokyo 1989, 85|Gilchrist 1992, 113|Gdz, V, 16|Hamburg 2001, 85|NHD (Galle) part II, 173",,,,,6,,,,,,,,"British Museum","http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx","img/derivatives/simple/10124/thumbnail.jpg","img/derivatives/simple/10124/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/christ-and-the-disciples-on-the-way-to-emmaus"
10125,"The Descent of Christ into Limbo","Print","Religious","Creatures|Basket|Crowd|Angels|Christ|Crosse|Demons|Hellmouthe|New Testament|Ladders|Musical instruments|Weaponry",,23.5,29.5,,,,,,,,"Unknown",,,,,,"Bruegel Inuent","Bottom right",,"At bottom center: .PAME. [monogram]| address at bottom right: .H. cock excu. One line of Latin text in lower margin: TOBILITE Ô PORTE, CAPITA VESTEA, ATTOLLIMINI FORES SEMPITERNE, ET INGREDIETVR REX ILLE GLORIOSVS [ final S is squeezed in above the V].",,"Engraving",,2,"Pieter van der Heyden","Hieronymus Cock",,,,,,,"Van Bastelaer 1908, 115|Feinblatt 1961, 34|Vienna 1967-68, 47|Lebeer 1969, 38|Lari 1973, 110|Vallese 1979, 69|Marijnissen 1988, p. 165|Tokyo 1989, 38|Gilchrist 1992, 46|GdZ, VI, 4 (2187)|Hamburg 2001, 38|Orenstein and Sellink 2001, 88",,,,,7,,10098,,,,,,"British Museum","http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx","img/derivatives/simple/10125/thumbnail.jpg","img/derivatives/simple/10125/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/the-descent-of-christ-into-limbo"
10126,"The Last Judgment","Print","Religious","Creatures|Crowd|Angels|Christ|Crosse|Demons|Heaven|Hell/Underworld|New Testament|Purgatorye|Ladders|Musical instruments|Weaponry|Boat",,22.5,29.4,,,,,,,,"Unknown",,,,,,".Bruegel.inue[n]t","Bottom left corner",,"At bottom center: H. Cock.excude.cum priuileg. 1558. In bottom right corner: .PAME. (monogram). In lower margin: VENITE .BENEDICTI.PATRIS. MEI.IN.REGNVM.AETERNVM. | ITE.MALEDICTI.PATRIS.MEI.IN.IGNEM.SEMPITERNVM. | | Compt ghij ghebenedijde mijns vaders hier. | En ghaet ghij vermaledijde in dat eewighe vier.",,"Engraving",,2,"Pieter van der Heyden","Hieronymus Cock",,,,,,,"Van Bastelaer 1908, 121|H. III (Bruegel) 121|H. IV (Cock) 232|H. IX (Van der Heyden) 17|Feinblatt 1961, 39|Klein 1963, 64|Lebeer 1969, 67|Tokyo 1989, 25|Gilchrist 1992, 121|GdZ, VI, 7 (2190)|Hamburg 2001, 25|Orenstein and Sellink 2001, 57",,,,,8,,10083,,,,,,"British Museum","http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx","img/derivatives/simple/10126/thumbnail.jpg","img/derivatives/simple/10126/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/the-last-judgment"
10127,"The Death of the Virgin","Print","Religious","Death|Religious|Bowl|Vase|Crowd|New Testament|Saint|Books|Cup|Sculpture",,30.6,41.8,,,,,,,,"Unknown",,,,,,"Sic Petri Brugelij","Lower left",,"Signed in lower margin in cartouche at left: Sic Petri Brugelij | archetijpu[m] Phillip. | Gall[a]eus imitabtur. In cartouche at right: Abrah. Ortelius, | sibi & amicis, | fieri curabat. Dated in outer margin at bottom center: 1574. Twelve Latin verses in three columns in lower margin: Gnati regna tui Virgo cum regna petebas | Complebant pectus gaudia quanta tuum? | Quid tibi dulce magis fuerat guam carcer[a]e terre | Migrare optati in templa superna poli? | | Cumq[ue] sacram turbam, fueras cui pr[a]esidium tu, | Linquebas, nata est qu[a]e tibi maestitia | Quam m[a]estus quoq[ue], quam l[a]etus spectabat eunte[m] | Te, nati atq[ue] idem grextuus ille pius? | | Quid magis his gratum, quam te regnare, quid [a]eque | Triste fuit, facie quam caruisse tua? M[a]estiti[a]e l[a]etos habitus, vultusque proborum | Artifici monstrat picta tabella manu.",,"Engraving",,2,"Philips Galle","Hieronymus Cock",,,,,,,"Hymans 1907, p. 79|Van Bastelaer 1908, 116|Wurzbach (Brueghel, stiche nach) 6 (as St. Anne)|Wurzbach (Galle) 6 (as St. Anne)|H. III (Bruegel), 116|H. VII, 166|Feinblatt  1961, 35|Klein 1963, 56|Vienna 1967-68, 58|Lebeer 1969, 86|Lari 1973, 111|Vallese 1979, 75|TIB (Galle) 56, 060|Tokyo 1989, 86|Gilchrist 1992, 116|Melion 1996|Sellink 1997, I, p. 32, III, fig. 1|21|Hamburg 2001, 86|Orenstein and Sellink 2001, 117|NHD (Galle) part I, 229",,,,,9,,,,,,,,"British Museum","http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx","img/derivatives/simple/10127/thumbnail.jpg","img/derivatives/simple/10127/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/the-death-of-the-virgin"
10128,"The Temptation of St. Anthony","Print","Religious","Creatures|Fish|Horse|Church|River|Friars|Peasants|Saint|Musical instruments|Weaponry|Boat",,24.7,32.8,,,,,,,,"Unknown",,,,,,"Cock excud. 1556.","Bottom left",,"In lower margin: MVLTAE TRIBVLATIONES IVSTORVM, DE OMNIBVS IIS LIBERABIT EOS DOMINVS. PSAL. 33.",,"Engraving",,2,"Pieter van der Heyden","Hieronymus Cock",,,,,,,"Nagler Monog IV. 1771, 5|Van Bastelaer 1908, 119|H. III (Bruegel) 119|H. IV (Cock) 231|Feinblatt 1961, 38|Klein 1963, 59|Lebeer 1969, 14|Domaszewska 1971, 31|Lari 1973, 114|Riggs 1977, 55|Vallese 1979, 66|Marijnissen 1988, pp. 82-3|Tokyo 1989, 14|Gilchrist 1992, 119|Hamburg 2001, 14|Orenstein and Sellink 2001, 37",,,,,10,,10073,,,,,,"British Museum","http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx","img/derivatives/simple/10128/thumbnail.jpg","img/derivatives/simple/10128/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/the-temptation-of-st-anthony"
10129,"St. James and the Magician Hermogenes","Print","Magic","Chaos|Creatures|Monkey|Nude|Skeletons|Witches|Saint|Ladders|Weaponry",,21.8,29.6,,,,,,,,"Unknown",,,,,,"Breugel inuent","Lower left",,"Signed at bottom left: Bruegel inuent and in the lower right corner the address: Cock.excudebat.1565. In the lower margin: DIVVS IACOBVS DIABOLICIS PRAESTIGIIS ANTE MAGVM SISTITVR.",,"Engraving",,3,"Pieter van der Heyden","Hieronymus Cock","The Story of the Magician Hermogenes",,,,,,"Van Bastelaer 1908, 117|H. III (Bruegel) 117|H. IV (Cock) 229|Feinblatt 1961, 36|Klein 1963, 57|Lebeer 1969, 57|Domaszewska 1971, 34|Lari 1973, 112|Riggs 1977, 35|Vallese 1979, 71|Gilchrist 1992, 117|Hamburg 2001, 57|Orenstein and Sellink 2001, 101",,,,,11,,,,,,,,"British Museum","http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx","img/derivatives/simple/10129/thumbnail.jpg","img/derivatives/simple/10129/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/st-james-and-the-magician-hermogenes"
10130,"The Fall of the Magician","Print","Magic","Theatrical Performance|Creatures|Monkey|Crowd|Performers|Saint|Armor|Flag/Banner|Musical instruments|Weaponry",,22.4,29.2,,,,,,,,"Unknown",,,,,,"Breugel inuent","Lower right",,"Signed in the lower right corner: Bruegel.inuent and on the table on the left: .PAME.| in the lower center the address and date: Cock.excudebat.1565. One line of inscription in Latin in lower margin: IDEM IMPETRAVIT A DEO VT MAGVS A DEMONIBVS DISCERPERETVR.",,"Engraving",,5,"Pieter van der Heyden","Hieronymus Cock","The Story of the Magician Hermogenes",,,,,,"Van Bastelaer 1908, 118|H. III (Bruegel) 118|H. IV (Cock) 230|H. IX (Van der Heyden) 16|Feinblatt 1961, 37|Klein 1963, 58|Lebeer 1969, 58|Lari 1973, 113|Riggs 1977, 36|Tokyo 1989, 58|Vallese 1979, 72|Gilchrist 1992, 118|GdZ VI, 5 (2188)|Hamburg 2001, 58|Orenstein and Sellink 2001, 103",,,,,12,,10110,,,,,,"British Museum","http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx","img/derivatives/simple/10130/thumbnail.jpg","img/derivatives/simple/10130/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/the-fall-of-the-magician"
10131,"Faith (Fides)","Print","Allegory","Preaching|Religious|Rooster|Church|Crowd|Friars|Priests|Biblical|Crosse|New Testament|Ladders|Sculpture",,22.5,29.5,,,,,,,,"Unknown",,,,,,"Bruegel Inu","Lower right",,"Address at lower left: Cock exc. Title at lower center below figure: FIDES. Two lines of Latin in lower margin: FIDES MAXIME A NOBIS CONSERVANDA EST PRAECIPVE IN RELIGIONEM, | QVIA DEVS PRIO ET POTENTIOR EST QVAM HOMO.",,"Engraving",,2,"Philips Galle","Hieronymus Cock","The Seven Virtues",,,,,,"Van Bastelaer 1908, 132|Lebeer 1969, 31|Lari 1973, 127|Tokyo 1989, 31|Gilchrist 1992, 132|Orenstein and Sellink 2001, 65|NHD (Galle) part II, 309",,,,,13,,10088,,,,,,"British Museum","http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx","img/derivatives/simple/10131/thumbnail.jpg","img/derivatives/simple/10131/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/faith-fides"
10132,"Hope (Spes)","Print","Allegory","Fishing|Religious|Fish|City|Harbor|Landing stage|Sea|Burghers|Fishermen|Prisoners|Sailors|New Testament|Ladders|Sculpture|Ship",,22.6,29.6,,,,,,,,"Unknown",,,,,,"BRVGEL. INV","Lower left",,"Address at lower right: H. cock excu. Title at lower center below figure: SPES. Two lines of Latin in lower margin: IVCVNDISSIMA EST SPEI PERSVASIO, ET VITAE IMPRIMIS | NECESSARIA, INTER TOT AERVMNAS PENEQ[UE] INTOLERABILES.",,"Engraving",,1,"Philips Galle","Hieronymus Cock","The Seven Virtues",,,,,,"Van Bastelaer 1908, 133|Vienna 1967-68, 53|Lebeer 1969, 32|Lari 1973, 128|Tokyo 1989, 32|Gilchrist 1992, 133|Orenstein and Sellink 2001, 71|NHD (Galle) part II, 310",,,,,14,,10091,,,,,,"British Museum","http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx","img/derivatives/simple/10132/thumbnail.jpg","img/derivatives/simple/10132/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/hope-spes"
10133,"Charity (Charitas)","Print","Allegory","Charity|Religious|Dog|Ruins|Vase|Beggars|Children|Cripples|Crowd|Peasants|New Testament",,22.5,29.5,,,,,,,,"Unknown",,,,,,"BRVEGEL. 1559","Lower right",,"Address at bottom left of center: H. cock excude. Title at lower center below figure: CHARITAS. Two lines of Latin in lower margin: SPERES TIBI ACCIDERE QVOD ALTERI ACCIDIT, ITA DEMVM ESCITABERIS AD OPEM FERENDAM |  SI SVMPSERIS EIVS ANIMVM QVI OPEM TVNC IN MALIS CONSTITVTVS IMPLORAT.",,"Engraving",,1,"Philips Galle","Hieronymus Cock","The Seven Virtues",,,,,,"Van Bastelaer 1908, 134|Vienna 1967-68, 55|Lebeer 1969, 33|Lari 1973, 129|Tokyo 1989, 33|Gilchrist 1992, 134|Orenstein and Sellink 2001, 67|NHD (Galle) part II, 311",,,,,15,,10089,,,,,,"British Museum","http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx","img/derivatives/simple/10133/thumbnail.jpg","img/derivatives/simple/10133/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/charity-charitas"
10134,"Justice (Justitia)","Print","Allegory","Death|Religious|Dog|Horse|Crowd|Prisoners|New Testament|Books",,22.5,29.2,,,,,,,,"Unknown",,,,,,,,,"Title at lower center below figure: IVSTICIA. Two lines of Latin in lower margin: SCOPVS LEGIS EST, AVT VT EV[M] QVE[M] PVNIT EMENDET, AVT POENA | EIVS CAETEROS MELIORES REDDET AVT SVBLATIS MALIS CAETERI SECVRIORES VIVA[N]T.",,"Engraving",,1,"Philips Galle","Hieronymus Cock","The Seven Virtues",,,,,,"Van Bastelaer 1908, 135|Vienna 1967-68, 52|Lebeer 1969, 34|Lari 1973, 130|Tokyo 1989, 34|Gilchrist 1992, 135|Orenstein and Sellink 2001, 73|NHD (Galle) part II, 312",,,,,16,,10092,,,,,,"British Museum","http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx","img/derivatives/simple/10134/thumbnail.jpg","img/derivatives/simple/10134/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/justice-justitia"
10135,"Prudence (Prudentia)","Print","Allegory","Harvesting|Vase|River|Peasants|New Testament|Armor|Flag/Banner|Ladders|Sculpture|Tools|Boat",,22.6,29.9,,,,,,,,"Unknown",,,,,,"Bruegel Innuentor","Lower right",,"Address at lower left: H.cock excu. Title at lower center below figure: PRVDENTIA| caption on label of jar at upper right: VINVM. Two lines of Latin in lower margin: SI PRVDENS ESSE CVPIS, IN FVTVRVM PROSPECTVM OSTENDE, ET | QVAE POSSVNT CONTINGERE, ANIMO TVO CVNCTA PROPONE. ",,"Engraving",,2,"Philips Galle","Hieronymus Cock","The Seven Virtues",,,,,,"Van Bastelaer 1908, 136|Lebeer 1969, 35|Lari 1973, 131|Tokyo 1989, 35|Gilchrist 1992, 136|Orenstein and Sellink 2001, 69|NHD (Galle) part II, 313",,,,,17,,10090,,,,,,"British Museum","http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx","img/derivatives/simple/10135/thumbnail.jpg","img/derivatives/simple/10135/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/prudence-prudentia"
10136,"Fortitude (Fortitudo)","Print","Allegory","Religious|Creatures|Horse|Rooster|Swine|Castle|Soldiers|Angels|New Testament|Balance|Rosary|Weaponry",,22.7,29.4,,,,,,,,"Unknown",,,,,,"BRVEGEL INVENTOR","Lower right",,"Address at lower center below figure: FORTITVDO. Two lines of Latin in lower margin: ANIMVM VINCERE, IRACVNDIAM COHIBERE CAETERAQ[UE] VITIA ET AFFECTVS | COHIBERE VERA FORTITVDO EST.",,"Engraving",,2,"Philips Galle","Hieronymus Cock","The Seven Virtues",,,,,,"Van Bastelaer 1908, 137|Lebeer 1969, 36|Lari 1973, 132|Tokyo 1989, 36|Gilchrist 1992, 137|Orenstein and Sellink 2001, 75|NHD (Galle) part II, 314",,,,,18,,10093,,,,,,"British Museum","http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx","img/derivatives/simple/10136/thumbnail.jpg","img/derivatives/simple/10136/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/fortitude-fortitudo"
10137,"Temperance (Temperantia)","Print","Allegory","Singing|Theatrical Performance|Religious|Crowd|Performers|New Testament|Books|Clock|Coins|Musical instruments",,22.5,29.4,,,,,,,,"Unknown",,,,,,"BRVEGEL (VE interlaced)","Lower right",,"Title on the hem of the dress of the central figure: TEMPERANTIA. Two lines of Latin in lower margin: VIDENDVM, VT NEC VOLVPTATI DEDITI PRODIGI ET LVXVRIOSI | APPAREAMVS, NEC AVARA TENACITATI SORDIDI AVT OBSCVRI EXISTAVMS.",,"Engraving",,2,"Philips Galle","Hieronymus Cock","The Seven Virtues",,,,,,"Van Bastelaer 1908, 138|Vienna 1967-78, 54|Lebeer 1969, 37|Lari 1973, 133|Tokyo 1989, 37|Gilchrist 1992, 138|Orenstein and Sellink 2001, 77|NHD (Galle) part II, 315",,,,,19,,10094,,,,,,"British Museum","http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx","img/derivatives/simple/10137/thumbnail.jpg","img/derivatives/simple/10137/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/temperance-temperantia"
10138,"Patience (Patientia)","Print","Allegory","Creatures|Fish|Insects|Village|Sea|Eggs|Flag/Banner|Musical instruments|Weaponry|Boat",,34,43.4,,,,,,,,"Unknown",,,,,,,,,"In lower margin: PATIENTIA EST MALORVM QVAE AVT INFERVNTVR, AVT ACCIDVNT, CVM AEQVANIMITATE PERLATIO. Lact. Inst. Lib. 5.",,"Engraving",,2,"Pieter van der Heyden","Hieronymus Cock",,,,,,,"Van Bastelaer 1908, 124|H. III (Bruegel) 125|H. IV (Cock) 235|H. IX (Van der Heyden) 29|Feinblatt 1961, 42|Klein 1963, 47|Lebeer 1969, 15|De Pauw-De Veen 1970, 91|Lari 1973, 119|Riggs 1977, 38|Vallese 1979, 24|Boon 1982, pp. 18-21|Tokyo 1989, 15|Gilchrist 1992, 124|Hamburg 2001, 15|Orenstein and Sellink 2001, 55",,,,,20,,,,,,,,"British Museum","http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx","img/derivatives/simple/10138/thumbnail.jpg","img/derivatives/simple/10138/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/patience-patientia"
10139,"Anger (Ira)","Print","Allegory","Chaos|Religious|Creatures|Fish|Prisoners|Armor|Flag/Banner|Weaponry",,22.5,29.4,,,,,,,,"Unknown",,,,,,,,,"At bottom center: PAME (monogram), more to the rigth IRA. In lower margin: ORA TVMENT IRA, NIGRESCVNT SANGVINE VENAE. | Gramscap sdoet den mont swillen | en verbittert den moet Sij beroert den gheest | en maeckt swert dat bloet",,"Engraving",,1,"Pieter van der Heyden","Hieronymus Cock","The Seven Deadly Sins",,,,,,"Van Bastelaer 1908, 125|H. III (Bruegel) 125|H. IV (Cock) 236|Feinblatt 1961, 43|Klein 1963, 43|Vienna 1967-68, 51|Lebeer 1969, 18|Lari 1973, 120|Vallese 1979, 19|Burgers 1988, 44|Tokyo 1989, 18|Gilchrist 1992, 125|GdZ VI, 11.1 (2200)|Hamburg 2001, 18|Orenstein and Sellink 2001, 54",,,,,21,,10080,,,,,,"British Museum","http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx","img/derivatives/simple/10139/thumbnail.jpg","img/derivatives/simple/10139/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/anger-ira"
10140,"Sloth (Desidia)","Print","Allegory","Resting|Religious|Creatures|Swine|Watermill|Clock|Boat",,23.6,29.1,,,,,,,,"Unknown",,,,,,"brueghel. Inuentor","Bottom left",,"At bottom right: .H.Cock.excud.cum.priuileg.1558. At bottom center: PAME (monogram). In lowe center below woman sleeping: DESIDIA. In lower margin: SEGNITIES ROBVR FRANGIT, LONGA OCIA NERVOS. | Traechheijt maeckt machteloos | en verdroocht Die senuwen dat de mensch niewers toe en doocht",,"Engraving",,1,"Pieter van der Heyden","Hieronymus Cock","The Seven Deadly Sins",,,,,,"Van Bastelaer 1908, 126|H. III (Bruegel) 126|H. IV (Cock) 237|Feinblatt 1961, 44|Klein 1963, 46|Vienna 1967-68, 49|Lebeer 1969, 19|Lari 1973, 121|Vallese 1979, 22|Tokyo 1989, 19|Gilchrist 1992, 126|GdZ VI, 11.1 (2205)|Hamburg 2001, 19|Orenstein and Sellink 2001, 53",,,,,22,,10082,,,,,,"British Museum","http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx","img/derivatives/simple/10140/thumbnail.jpg","img/derivatives/simple/10140/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/sloth-desidia"
10141,"Pride (Superbia)","Print","Allegory","Religious|Creatures|Horse|Peacock|Cliff|Stream|Crowd|Peasants|Eggs|Fruit|Mirrors|Musical instruments",,22.9,29.6,,,,,,,,"Unknown",,,,,,"P. brughel. Inentor","Bottom right corner",,"At bottom left: Cock excud cum priuileg 1558. At bottom center: PAME (monogram). Below woman in center holding mirror: SVPERBIA. In lower margin: NEMO SVPERBVS AMAT SVPEROS, NEC AMATVR AB ILLIS. | Houerdije werdt van godt bouen al ghehaet Tseghelije werdt godt weder van houerdije versmaet.",,"Engraving",,1,"Pieter van der Heyden","Hieronymus Cock","The Seven Deadly Sins",,,,,,"Van Bastelaer 1908, 127|H. III (Bruegel) 127|H. IV (Cock) 238|Feinblatt 1961, 45|Klein 1963, 41|Lebeer 1969, 20|De Pauw-De Veen 1970, 97|Lari 1973, 122|Vallese 1979, 18|Tokyo 1989, 20|Gilchrist 1992, 127|GdZ, VI, 11.7 (2206)|Hamburg 2001, 20|Orenstein and Sellink 2001, 47",,,,,23,,10078,,,,,,"British Museum","http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx","img/derivatives/simple/10141/thumbnail.jpg","img/derivatives/simple/10141/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/pride-superbia"
10142,"Avarice (Avaritia)","Print","Allegory","Commerce|Religious|Cattle|Creatures|Crowd|Coins|Ladders|Moneybox|Weaponry",,22.5,29.6,,,,,,,,"Unknown",,,,,,"P. brughel. Inuentor","Bottom left corner",,"At bottom center: Cock.excud.cum priuileg.1558. PAME (monogram). Below woman in center with coins in her lap: AVARITIA. In lower margin: QVIS METVS, AVT PVDOR EST VNQVAM PROPERANTIS AVARI? | Eere beleeftheijt | scaemte | noch godlijck vermaen En siet die scrapende ghiericheijt niet aen.",,"Engraving",,2,"Pieter van der Heyden","Hieronymus Cock","The Seven Deadly Sins",,,,,,"Van Bastelaer 1908, 128|H. III (Bruegel) 128|H. IV (Cock) 239|Feinblatt 1961, 46|Klein 1963, 40|Lebeer 1969, 21|Lari 1973, 123|Vallese 1979, 17|Tokyo 1989, 21|Gilchrist 1992, 128|GdZ, VI, 11.3 (2002)|Hamburg 2001, 21|Orenstein and Sellink 2001, 43",,,,,24,,10076,,,,,,"British Museum","http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx","img/derivatives/simple/10142/thumbnail.jpg","img/derivatives/simple/10142/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/avarice-avaritia"
10143,"Gluttony (Gula)","Print","Allegory","Chaos|Eating/Drinking|Abundance|Religious|Creatures|Fish|Bridge|Windmill|River|Crowd|Musical instruments|Boat",,22.5,29.4,,,,,,,,"Unknown",,,,,,"brueghel | Inuentor","Diagonally on overturned bucket at bottom center",,"In bottom right coner: H.Cock.excud cum gratia et priuilegio. 1558. At bottom center: .PAME. (monogram). Below woman dirnking in center: GVLA. In lower margin: EBRIETAS EST VITANDA, INGLVVIESQVE CIBORVM. | Schout dronckenschap |en gulsichlijck eten Want ouerdaet doet godt en hem seluen vergheten.",,"Engraving",,1,"Pieter van der Heyden","Hieronymus Cock","The Seven Deadly Sins",,,,,,"Van Bastelaer 1908, 129|Lafond 194, 32 (composition attributed to Bosch)|H. III (Bruegel) 129|H. IV (Cock) 240|Feinblatt 1961, 47|Klein 196, 44|Lebeer 1969, 22|Lari 1973, 124|Vallese 1979, 20|Tokyo 1989, 22|Gilchrist 1992, 129|GdZ, VI, 11.5 (2204)|Hamburg 2001, 22|Orenstein and Sellink 2001, 45|Gilchrist 2002, 32",,,,,25,,10077,,,,,,"British Museum","http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx","img/derivatives/simple/10143/thumbnail.jpg","img/derivatives/simple/10143/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/gluttony-gula"
